일자,거래량_PUT,거래량_CALL,P/C Ratio
2017/07/26,1337933,1176801,1.14
2017/07/25,757432,742926,1.02
2017/07/24,502359,451259,1.11
2017/07/21,875289,863114,1.01
2017/07/20,679634,694676,0.98
2017/07/19,596431,571872,1.04
2017/07/18,492377,463208,1.06
2017/07/17,684271,736461,0.93
2017/07/14,736492,621910,1.18
2017/07/13,2803714,2829565,0.99
2017/07/12,1261549,1209537,1.04
2017/07/11,1468045,1568915,0.94
2017/07/10,1361429,1404550,0.97
2017/07/07,1105470,1242224,0.89
2017/07/06,1065894,1192393,0.89
2017/07/05,1263370,1376487,0.92
2017/07/04,1885307,1507065,1.25
2017/07/03,867395,866911,1.0
2017/06/30,855784,786482,1.09
2017/06/29,851078,1178587,0.72
2017/06/28,737904,984862,0.75
2017/06/27,783545,972770,0.81
2017/06/26,988034,1204069,0.82
2017/06/23,864519,1029452,0.84
2017/06/22,868097,790761,1.1
2017/06/21,906611,1111985,0.82
2017/06/20,924587,898871,1.03
2017/06/19,738075,956829,0.77
2017/06/16,562129,604959,0.93
2017/06/15,1025440,956887,1.07
2017/06/14,835527,963874,0.87
2017/06/13,659079,661827,1.0
2017/06/12,808430,769125,1.05
2017/06/09,914913,1083067,0.84
2017/06/08,2418739,2338206,1.03
2017/06/07,1586089,1907087,0.83
2017/06/05,1182993,1396674,0.85
2017/06/02,1564778,2067659,0.76
2017/06/01,1204961,1388740,0.87
2017/05/31,1285789,1719383,0.75
2017/05/30,1617716,2053898,0.79
2017/05/29,1396590,1868987,0.75
2017/05/26,1755886,2731905,0.64
2017/05/25,1375796,1955625,0.7
2017/05/24,783900,1061031,0.74
2017/05/23,1389913,1852731,0.75
2017/05/22,947533,1058225,0.9
2017/05/19,802073,706296,1.14
2017/05/18,1184234,1104996,1.07
2017/05/17,898359,891790,1.01
2017/05/16,1017591,1137230,0.89
2017/05/15,729598,914666,0.8
2017/05/12,1129256,1023464,1.1
2017/05/11,3331417,3817957,0.87
2017/05/10,3494203,3987290,0.88
2017/05/08,2318046,3702214,0.63
2017/05/04,1207718,1651308,0.73
2017/05/02,1422898,2376695,0.6
2017/04/28,1331410,1264298,1.05
2017/04/27,940397,1388148,0.68
2017/04/26,1180175,2166308,0.54
2017/04/25,1584490,1613377,0.98
2017/04/24,783355,693409,1.13
2017/04/21,1077656,1112357,0.97
2017/04/20,1184826,989786,1.2
2017/04/19,877730,1076366,0.82
2017/04/18,853138,767068,1.11
2017/04/17,926112,691329,1.34
2017/04/14,1446601,861914,1.68
2017/04/13,2605793,2562580,1.02
2017/04/12,1847601,1428101,1.29
2017/04/11,2373050,1876027,1.26
2017/04/10,1783360,1408286,1.27
2017/04/07,1994404,1596266,1.25
2017/04/06,1706428,1476269,1.16
2017/04/05,1696815,1710857,0.99
2017/04/04,863104,1224991,0.7
2017/04/03,803205,896247,0.9
2017/03/31,753331,941906,0.8
2017/03/30,919405,997357,0.92
2017/03/29,637340,730461,0.87
2017/03/28,577191,843868,0.68
2017/03/27,834888,1167007,0.72
2017/03/24,487566,688900,0.71
2017/03/23,466591,656526,0.71
2017/03/22,508151,827284,0.61
2017/03/21,572386,1055408,0.54
2017/03/20,284031,314424,0.9
2017/03/17,489740,700641,0.7
2017/03/16,549766,777771,0.71
2017/03/15,305012,456458,0.67
2017/03/14,423449,619327,0.68
2017/03/13,509192,564810,0.9
2017/03/10,769482,683311,1.13
2017/03/09,1254497,1140971,1.1
2017/03/08,944819,917965,1.03
2017/03/07,816637,912333,0.9
2017/03/06,737792,757931,0.97
2017/03/03,992570,883961,1.12
2017/03/02,845057,999594,0.85
2017/02/28,412532,403585,1.02
2017/02/27,651705,610438,1.07
2017/02/24,703747,640217,1.1
2017/02/23,269602,275951,0.98
2017/02/22,317849,317025,1.0
2017/02/21,699869,822722,0.85
2017/02/20,354565,240850,1.47
2017/02/17,322704,317947,1.01
2017/02/16,374276,409191,0.91
2017/02/15,413331,447353,0.92
2017/02/14,418477,429932,0.97
2017/02/13,251463,252663,1.0
