"시점",선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수 전월비(%),선행종합지수 전월비(%),선행종합지수 전월비(%),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),선행지수 순환변동치,선행지수 순환변동치,선행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),선행지수 전년동월비(%),선행지수 전년동월비(%),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수 전월비(%),동행종합지수 전월비(%),동행종합지수 전월비(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,동행지수 순환변동치,동행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수 전월비(%),후행종합지수 전월비(%),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),소비재수입액(전월비)(%),소비재수입액(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p)
"시점",원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률
"2024.01",113.7,4.5,4.1,0.4,0.5,500.0,4.5,8.9,202.3,-0.2,1.5,88.2,-0.7,3.6,83.7,-0.9,-26.3,-103.5,0.7,0.8,800.0,1.7,-0.2,-10.5,-0.27,0.10,30.8,100.4,0.8,0.8,0.0,0.3,100.0,3.7,2.4,184.6,0.1,0.3,150.0,111.9,3.1,2.8,0.3,0.6,200.0,-0.4,0.1,20.0,0.0,,,4.1,4.9,612.5,-0.2,1.7,89.5,-0.3,0.0,0.0,0.2,1.2,120.0,0.1,,,100.3,0.4,0.4,0.1,0.6,120.0,114.8,2.1,1.9,0.1,-0.3,-75.0,-1.6,-3.4,-188.9,-0.1,0.0,0.0,-1.4,-1.1,-366.7,0.1,,,0.0,-0.3,-100.0
"2024.02",114.1,4.9,4.5,0.4,,,1.0,,,0.6,,,-0.6,2.6,81.3,6.1,,,0.6,1.2,200.0,2.3,1.8,360.0,-0.15,0.10,44.4,100.6,1.3,1.3,0.2,0.5,166.7,3.9,2.8,254.5,0.2,0.4,200.0,112.1,2.9,2.7,0.2,-0.2,-50.0,-0.1,0.8,88.9,0.5,0.1,25.0,2.1,-0.8,-27.6,-1.2,-2.2,-220.0,-0.6,-0.2,-50.0,-0.2,-1.0,-125.0,0.3,0.1,50.0,100.3,0.2,0.2,0.0,-0.2,-100.0,114.9,2.0,1.8,0.1,-0.1,-50.0,-1.2,-2.0,-250.0,-0.1,0.0,0.0,-1.4,-1.0,-250.0,0.2,0.0,0.0,0.0,0.3,100.0
"2024.03",114.3,5.1,4.7,0.2,,,-2.6,-2.9,-966.7,0.3,0.4,400.0,-1.7,1.1,39.3,-13.3,-8.6,-183.0,0.3,0.5,250.0,1.9,1.1,137.5,0.05,0.20,145.5,100.5,1.4,1.4,-0.1,0.1,50.0,3.9,2.8,254.5,0.0,,,112.0,2.1,1.9,-0.1,-0.7,-116.7,-0.4,-2.4,-120.0,0.0,-0.3,-100.0,1.3,0.0,0.0,-0.8,-1.1,-366.7,-1.0,-1.4,-350.0,0.1,-0.3,-75.0,0.1,-0.1,-50.0,100.1,-0.4,-0.4,-0.2,-0.6,-150.0,115.1,2.1,1.9,0.2,0.1,100.0,-0.7,-1.0,-333.3,-0.1,,,0.2,-0.5,-71.4,0.1,-0.2,-66.7,0.0,0.5,100.0
"2024.04",114.9,5.5,5.0,0.5,0.3,150.0,1.8,2.0,1000.0,1.0,-0.3,-23.1,-0.4,0.3,42.9,4.4,28.8,118.0,0.3,0.4,400.0,2.0,-0.2,-9.1,0.05,0.20,141.7,100.7,1.8,1.8,0.2,0.4,200.0,4.2,3.2,320.0,0.3,0.4,400.0,112.2,1.8,1.6,0.2,-0.3,-60.0,1.1,0.4,57.1,0.4,-0.2,-33.3,-4.1,-5.3,-441.7,-0.8,-1.8,-180.0,0.2,0.5,166.7,1.7,2.0,666.7,0.0,-0.2,-100.0,100.0,-0.7,-0.7,-0.1,-0.3,-150.0,115.4,2.1,1.9,0.3,0.0,0.0,-0.3,-2.0,-117.6,-0.1,,,2.1,3.0,333.3,0.1,-0.2,-66.7,0.0,0.3,100.0
"2024.05",115.2,5.4,4.9,0.3,-0.1,-25.0,0.4,1.1,157.1,0.1,-0.9,-90.0,-2.0,-2.4,-600.0,-3.6,-6.6,-220.0,0.3,-0.6,-66.7,1.0,0.0,0.0,0.04,0.10,140.0,100.8,1.7,1.7,0.1,-0.1,-50.0,4.3,3.1,258.3,0.1,-0.1,-50.0,112.0,1.3,1.2,-0.2,-0.5,-166.7,0.0,-2.1,-100.0,-0.4,-0.5,-500.0,-3.5,-1.6,-84.2,0.5,1.3,162.5,-0.6,-1.0,-250.0,0.8,-0.2,-20.0,-0.2,-0.3,-300.0,99.7,-1.1,-1.1,-0.3,-0.4,-400.0,115.6,2.1,1.9,0.2,0.0,0.0,-0.2,-1.7,-113.3,-0.1,0.0,0.0,1.0,3.0,150.0,-0.1,-0.3,-150.0,0.0,0.1,100.0
"2024.06",115.7,5.2,4.7,0.4,-0.2,-33.3,0.2,-3.8,-95.0,0.8,-0.7,-46.7,-1.2,,,14.2,5.6,65.1,0.5,-0.2,-28.6,0.6,-1.8,-75.0,-0.04,0.00,-300.0,100.9,1.5,1.5,0.1,-0.2,-66.7,4.4,2.7,158.8,0.1,-0.4,-80.0,112.1,1.2,1.1,0.1,-0.1,-50.0,0.7,,,0.0,-0.3,-100.0,-0.8,-1.1,-366.7,0.0,-0.2,-100.0,0.1,0.0,0.0,0.0,0.3,100.0,-0.1,-0.2,-200.0,99.6,-1.2,-1.2,-0.1,,,115.8,2.1,1.8,0.2,0.0,0.0,-0.1,-0.3,-150.0,-0.1,0.1,50.0,-0.1,-1.8,-105.9,-0.1,,,0.0,,
"2024.07",115.9,4.8,4.3,0.2,-0.3,-60.0,-2.6,-6.4,-168.4,0.5,0.4,400.0,-0.9,,,-0.4,-2.6,-118.2,0.3,-0.4,-57.1,1.7,0.8,88.9,-0.13,-0.20,-218.2,100.9,1.1,1.1,0.0,-0.4,-100.0,4.3,2.2,104.8,-0.1,-0.5,-125.0,111.8,1.0,0.9,-0.3,-0.2,-200.0,-1.2,-1.0,-500.0,-0.1,-0.5,-125.0,-1.7,-1.6,-1600.0,0.1,0.5,125.0,-1.6,-1.8,-900.0,0.2,3.2,106.7,0.0,,,99.1,-1.4,-1.4,-0.5,-0.2,-66.7,115.9,2.2,1.9,0.1,,,-0.3,1.2,80.0,0.0,0.3,100.0,-1.4,0.5,26.3,-0.1,,,-0.1,,
"2024.08",116.2,4.7,4.2,0.3,-0.1,-25.0,0.6,-1.3,-68.4,0.1,0.2,200.0,-0.5,0.9,64.3,4.5,15.1,142.5,0.4,0.3,300.0,-0.8,-1.3,-260.0,-0.17,-0.30,-206.3,100.8,1.0,1.0,-0.1,,,4.1,1.7,70.8,-0.2,-0.5,-166.7,111.9,1.0,0.9,0.1,0.0,0.0,0.3,0.2,200.0,0.2,-0.3,-60.0,-1.1,-1.8,-257.1,0.2,0.5,166.7,0.1,0.5,125.0,-0.8,0.0,0.0,0.1,,,99.0,-1.4,-1.4,-0.1,0.0,0.0,116.1,2.4,2.1,0.2,,,0.0,0.7,100.0,0.0,0.3,100.0,0.9,1.6,228.6,0.0,,,-0.2,,
"2024.09",116.5,4.7,4.2,0.3,0.0,0.0,0.7,2.1,150.0,-0.3,0.7,70.0,1.8,0.9,100.0,-3.3,-5.9,-226.9,0.4,0.8,200.0,-1.9,-1.2,-171.4,-0.12,-0.20,-220.0,100.8,1.0,1.0,0.0,,,4.0,1.5,60.0,-0.1,-0.2,-200.0,112.1,1.1,1.0,0.2,0.1,100.0,0.4,-1.1,-73.3,-0.2,-0.6,-150.0,-1.1,-2.4,-184.6,0.4,1.1,157.1,0.2,0.4,200.0,0.8,3.5,129.6,0.1,,,99.0,-1.3,-1.3,0.0,0.1,100.0,116.3,2.4,2.1,0.2,0.0,0.0,0.0,-0.5,-100.0,0.0,0.1,100.0,0.6,4.0,117.6,0.1,,,-0.2,,
"2024.10",116.8,4.5,4.0,0.3,-0.1,-25.0,-0.7,-1.9,-158.3,-1.2,-0.4,-50.0,2.3,-0.5,-17.9,0.0,-8.1,-100.0,0.0,0.4,100.0,-2.6,0.0,0.0,0.02,-0.20,-88.2,100.8,0.8,0.8,0.0,-0.2,-100.0,3.8,0.9,31.0,-0.2,-0.6,-150.0,112.6,1.3,1.2,0.4,0.1,33.3,1.5,0.1,7.1,-0.1,-0.3,-150.0,-1.5,-1.9,-475.0,0.1,-0.3,-75.0,1.2,1.0,500.0,1.3,3.1,172.2,0.1,0.0,0.0,99.3,-1.0,-1.0,0.3,,,116.5,2.3,2.0,0.2,-0.1,-33.3,0.5,,,-0.1,,,0.4,-1.7,-81.0,0.0,-0.2,-100.0,-0.2,-0.3,-300.0
"2024.11",117.1,4.3,3.8,0.3,-0.1,-25.0,-3.1,-7.6,-168.9,-0.5,0.5,50.0,0.2,-2.2,-91.7,9.4,8.2,683.3,0.0,0.2,100.0,-1.8,-0.4,-28.6,0.08,0.10,700.0,100.8,0.6,0.6,0.0,-0.2,-100.0,3.7,0.4,12.1,-0.1,-0.5,-125.0,112.3,0.7,0.6,-0.3,-0.6,-200.0,-0.6,-1.3,-185.7,0.1,,,-1.9,-1.2,-171.4,-0.2,-0.3,-300.0,-1.4,-2.0,-333.3,-0.1,-1.0,-111.1,0.0,,,98.9,-1.5,-1.5,-0.4,-0.5,-500.0,116.7,2.2,1.9,0.2,-0.1,-33.3,0.2,1.3,118.2,-0.1,,,-0.9,-1.9,-190.0,0.0,,,0.0,-0.1,-100.0
"2024.12",117.2,3.9,3.4,0.1,-0.3,-75.0,-0.3,-5.2,-106.1,-3.6,-3.0,-500.0,-1.7,-2.4,-342.9,-1.0,-10.2,-110.9,0.0,-0.4,-100.0,-1.9,-2.0,-2000.0,0.08,0.30,142.1,100.7,0.3,0.3,-0.1,-0.3,-150.0,3.4,-0.2,-5.6,-0.3,-0.6,-200.0,112.4,0.8,0.7,0.1,,,0.6,1.0,250.0,0.6,0.5,500.0,-1.8,2.1,53.8,-0.3,-0.6,-200.0,-0.2,0.0,0.0,0.7,-0.1,-12.5,-0.2,-0.3,-300.0,98.8,-1.4,-1.4,-0.1,0.1,50.0,116.9,2.2,1.9,0.2,0.0,0.0,-0.2,1.6,88.9,0.0,,,-0.6,-1.2,-200.0,-0.2,,,0.0,-0.1,-100.0
