회사명,상장일,PC1,cycle_pc1,경기국면
노바텍,2018-11,1.5861280203651775,-0.0053285029241347,0
엘앤씨바이오,2018-11,1.5861280203651775,-0.0053285029241347,0
로보티즈,2018-10,1.7073295271804103,0.0271077612200076,1
옵티팜,2018-10,1.7073295271804103,0.0271077612200076,1
에스퓨얼셀,2018-10,1.7073295271804103,0.0271077612200076,1
푸드나무,2018-10,1.7073295271804103,0.0271077612200076,1
크리스에프앤씨,2018-10,1.7073295271804103,0.0271077612200076,1
명성티엔에스,2018-09,1.7411939815701076,-0.0273167260891753,0
액트로,2018-08,1.5929348135329495,-0.2634353086149485,0
에이피티씨,2018-08,1.5929348135329495,-0.2634353086149485,0
바이오솔루션,2018-08,1.5929348135329495,-0.2634353086149485,0
대유,2018-08,1.5929348135329495,-0.2634353086149485,0
디아이티,2018-08,1.5929348135329495,-0.2634353086149485,0
에스에스알,2018-08,1.5929348135329495,-0.2634353086149485,0
휴네시온,2018-08,1.5929348135329495,-0.2634353086149485,0
한국유니온제약,2018-07,1.4805273042532816,-0.4633192681577043,0
엠코르셋,2018-07,1.4805273042532816,-0.4633192681577043,0
올릭스,2018-07,1.4805273042532816,-0.4633192681577043,0
아이큐어,2018-07,1.4805273042532816,-0.4633192681577043,0
SV인베스트먼트,2018-07,1.4805273042532816,-0.4633192681577043,0
EDGC,2018-06,1.53981435824912,-0.4911702305043119,0
파워넷,2018-06,1.53981435824912,-0.4911702305043119,0
현대사료,2018-06,1.53981435824912,-0.4911702305043119,0
세종메디칼,2018-05,1.5755700918037057,-0.5422550346820654,0
제노레이,2018-05,1.5755700918037057,-0.5422550346820654,0
케어랩스,2018-03,1.6496923711465723,-0.6410658725740519,0
에코마이스터,2018-03,1.6496923711465723,-0.6410658725740519,0
린드먼아시아,2018-03,1.6496923711465723,-0.6410658725740519,0
동구바이오제약,2018-02,1.7941137053635283,-0.5827991562992632,0
알리코제약,2018-02,1.7941137053635283,-0.5827991562992632,0
카페24,2018-02,1.7941137053635283,-0.5827991562992632,0
배럴,2018-02,1.7941137053635283,-0.5827991562992632,0
SG,2018-01,1.9760484104881728,-0.4868449049566821,0
씨앤지하이테크,2018-01,1.9760484104881728,-0.4868449049566821,0
시스웍,2017-12,2.4193118595635283,-0.1294073591897846,0
디바이스이엔지,2017-12,2.4193118595635283,-0.1294073591897846,0
씨티케이코스메틱스,2017-12,2.4193118595635283,-0.1294073591897846,0
메카로,2017-12,2.4193118595635283,-0.1294073591897846,0
에스트래픽,2017-12,2.4193118595635283,-0.1294073591897846,0
체리부로,2017-12,2.4193118595635283,-0.1294073591897846,0
대원,2017-12,2.4193118595635283,-0.1294073591897846,0
비즈니스온,2017-11,2.520982538678355,-0.1134238900769823,0
스튜디오드래곤,2017-11,2.520982538678355,-0.1134238900769823,0
영화테크,2017-10,2.569794096580766,-0.1501757075237595,0
상신전자,2017-10,2.569794096580766,-0.1501757075237595,0
야스,2017-09,2.5989194062220693,-0.20650392204807,0
에스엔피월드,2017-09,2.5989194062220693,-0.20650392204807,0
유티아이,2017-09,2.5989194062220693,-0.20650392204807,0
신흥에스이씨,2017-09,2.5989194062220693,-0.20650392204807,0
선익시스템,2017-09,2.5989194062220693,-0.20650392204807,0
엠플러스,2017-09,2.5989194062220693,-0.20650392204807,0
앱클론,2017-09,2.5989194062220693,-0.20650392204807,0
샘코,2017-09,2.5989194062220693,-0.20650392204807,0
펄어비스,2017-09,2.5989194062220693,-0.20650392204807,0
덕우전자,2017-08,2.737112241626652,-0.1536675843316124,0
이더블유케이,2017-08,2.737112241626652,-0.1536675843316124,0
알에스오토메이션,2017-08,2.737112241626652,-0.1536675843316124,0
컬러레이,2017-08,2.737112241626652,-0.1536675843316124,0
모트렉스,2017-08,2.737112241626652,-0.1536675843316124,0
데이타솔루션,2017-08,2.737112241626652,-0.1536675843316124,0
지니언스,2017-08,2.737112241626652,-0.1536675843316124,0
디앤씨미디어,2017-08,2.737112241626652,-0.1536675843316124,0
셀트리온헬스케어,2017-07,2.9124200325918146,-0.0636304958887112,0
이즈미디어,2017-07,2.9124200325918146,-0.0636304958887112,0
힘스,2017-07,2.9124200325918146,-0.0636304958887112,0
브이원텍,2017-07,2.9124200325918146,-0.0636304958887112,0
아우딘퓨쳐스,2017-07,2.9124200325918146,-0.0636304958887112,0
제일홀딩스,2017-06,2.791343435357976,-0.2699020460839025,0
보라티알,2017-06,2.791343435357976,-0.2699020460839025,0
삼양옵틱스,2017-06,2.791343435357976,-0.2699020460839025,0
필옵틱스,2017-06,2.791343435357976,-0.2699020460839025,0
하나머티리얼즈,2017-04,2.8697924728146407,-0.3616518018053214,0
와이엠티,2017-04,2.8697924728146407,-0.3616518018053214,0
서진시스템,2017-03,3.1099508370207305,-0.2065103915746231,0
코미코,2017-03,3.1099508370207305,-0.2065103915746231,0
