회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
신한제6호스팩,333050,2019-10-31,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","8,000,000",기업인수 및 합병,"5,010,000"
캐리소프트,317530,2019-10-29,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,미래에셋증권 주식회사,500,"9,000","8,190,000","영상 콘텐츠(30.05%), 공연(29.76%), 키즈카페(17.38%), 커머스(12.77%), 라이선스 및 기타(10.04%)","5,761,200"
교보9호스팩,331520,2019-10-29,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","6,900,000",기업인수합병,"3,880,000"
케이엔제이,272110,2019-10-25,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"11,000","9,630,192","Edge Grinder, CVD-SiC Ring","5,386,153"
엔바이오니아,317870,2019-10-24,신규상장,주권,그외 기타 제품 제조업,대한민국,미래에셋증권 주식회사,500,"8,200","9,102,000",양전하필터(정수기),"7,425,555"
팜스빌,318010,2019-10-22,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,대신증권(주),500,"14,000","25,357,500",다이어트 제품 및 건강기능 관련 제품,"7,929,338"
라온피플,300120,2019-10-18,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,500,"14,000","28,329,700","카메라 모듈 검사기, AI 머신비전, 골프센서","10,178,456"
아톤,158430,2019-10-17,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,"엔에이치투자증권주식회사,KB증권(주)",500,"43,000","38,579,084","모바일금융솔루션, mOTP 개발","3,612,006"
녹십자웰빙,234690,2019-10-14,신규상장,주권,의약품 제조업,대한민국,하나증권주식회사,500,"11,300","50,850,000","전문의약품, 건강기능식품","17,752,276"
대신밸런스제7호스팩,332290,2019-10-11,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",기업 인수 및 합병,"5,205,000"
유진스팩5호,331380,2019-10-02,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","7,000,000",합병,"4,010,000"
케이비제19호스팩,330990,2019-09-30,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","8,000,000",금융지원서비스,"4,301,000"
올리패스,244460,2019-09-20,신규상장,주권,기초 의약물질 제조업,대한민국,"미래에셋증권 주식회사,키움증권(주)",500,"20,000","14,000,000",인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발,"13,875,738"
라닉스,317120,2019-09-18,신규상장,주권,반도체 제조업,대한민국,한국투자증권(주),500,"6,000","9,600,000","자동차 및 IoT 통신,보안 솔루션","9,435,500"
하나금융13호스팩,320000,2019-09-18,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","6,000,000",인수합병,"3,401,000"
한독크린텍,256150,2019-09-05,신규상장,주권,일반 목적용 기계 제조업,대한민국,한국투자증권(주),500,"15,100","10,570,000",정수기 필터,"4,021,000"
상상인이안제2호스팩,329560,2019-08-30,신규상장,주권,금융 지원 서비스업,대한민국,(주)상상인증권,100,"2,000","6,500,000",기업인수합병,"3,850,000"
네오크레마,311390,2019-08-22,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,키움증권(주),500,"8,000","12,400,000",기능성 식품 원료,"7,256,000"
마니커에프앤지,195500,2019-08-20,신규상장,주권,"도축, 육류 가공 및 저장 처리업",대한민국,유진투자증권(주),500,"4,000","10,400,000","육가공품, 튀김류, 패티류, 삼계탕 등","10,378,000"
미래에셋대우스팩3호,328380,2019-08-20,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,100,"2,000","12,300,000",기업인수합병,"6,482,000"
나노브릭,286750,2019-08-19,신규상장,주권,기초 화학물질 제조업,대한민국,KB증권(주),"1,000","16,000","7,296,000","보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)","4,560,103"
에스피시스템스,317830,2019-08-14,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),100,"4,900","9,800,000",산업용 갠트리 로봇,"8,145,700"
레이,228670,2019-08-08,신규상장,주권,의료용 기기 제조업,대한민국,한국투자증권(주),500,"20,000","20,000,000","디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)","6,653,267"
코윈테크,282880,2019-08-05,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"34,500","69,000,000","공정 자동화 설비 (2차전지, 석유화학, 반도체 및 디스플레이)","9,000,000"
덕산테코피아,317330,2019-08-02,신규상장,주권,기타 화학제품 제조업,대한민국,엔에이치투자증권주식회사,500,"19,000","76,863,873","OLED 소재, 반도체 소재","18,377,428"
슈프리마아이디,317770,2019-08-01,신규상장,주권,전자부품 제조업,대한민국,한국투자증권(주),500,"27,000","23,328,000","지문인식 등록, 인증 기기 및 솔루션","2,992,520"
한국바이오젠,318000,2019-08-01,신규상장,주권,합성고무 및 플라스틱 물질 제조업,대한민국,미래에셋증권 주식회사,200,"6,000","10,707,000","실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)","7,288,035"
세경하이테크,148150,2019-07-30,신규상장,주권,전자부품 제조업,대한민국,키움증권(주),500,"35,000","28,000,000",DECO Film 및 기타 TAPE 제조,"5,624,000"
윌링스,313760,2019-07-25,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,신영증권(주),500,"12,500","17,275,000",태양광 인버터 등,"4,862,000"
대모,317850,2019-07-24,신규상장,주권,특수 목적용 기계 제조업,대한민국,신한투자증권 주식회사,500,"5,200","11,180,000","유압브레이커, 특수장비/부품, 퀵커플러 등","8,324,420"
에이스토리,241840,2019-07-19,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,엔에이치투자증권주식회사,500,"14,300","26,741,000",방송프로그램 제작,"9,318,240"
플리토,300080,2019-07-17,신규상장,주권,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",대한민국,한국투자증권(주),500,"26,000","38,310,636",언어 데이터 구축 및 판매,"5,169,811"
이베스트이안스팩1호,323210,2019-07-15,신규상장,주권,금융 지원 서비스업,대한민국,엘에스증권 주식회사,100,"2,000","6,000,000",기업인수합병,"3,200,000"
세틀뱅크,234340,2019-07-12,신규상장,주권,기타 정보 서비스업,대한민국,"신한투자증권 주식회사,한국투자증권(주)",500,"55,000","79,585,000","가상계좌중계, 간편현금결제","9,267,000"
아이스크림에듀,289010,2019-07-11,신규상장,주권,"서적, 잡지 및 기타 인쇄물 출판업",대한민국,대신증권(주),500,"15,900","23,055,000",아이스크림홈런,"12,637,371"
펌텍코리아,251970,2019-07-04,신규상장,주권,플라스틱제품 제조업,대한민국,한국투자증권(주),500,"190,000","97,280,000",화장품 용기,"1,882,710"
에이에프더블류,312610,2019-07-01,신규상장,주권,일차전지 및 이차전지 제조업,대한민국,엔에이치투자증권주식회사,500,"22,500","88,236,000",음극마찰용접단자,"10,128,444"
신영스팩5호,323280,2019-06-24,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","6,800,000",기업인수 및 합병,"3,505,000"
케이비제18호스팩,323940,2019-06-24,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","15,000,000",금융지원서비스,"7,822,000"
신한제5호스팩,323230,2019-06-19,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","8,000,000",,"4,310,000"
압타바이오,293780,2019-06-12,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,"미래에셋증권 주식회사,삼성증권(주)",500,"30,000","65,400,000","용역매출(50.7%), 유전자전달체(32.7%), 압타머 연구용 시약(16.6%)","10,881,733"
까스텔바쟉,308100,2019-06-10,신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",대한민국,엔에이치투자증권주식회사,500,"12,000","22,680,000",골프의류 및 골프잡화,"6,596,700"
마이크로디지탈,305090,2019-06-05,신규상장,주권,의료용 기기 제조업,대한민국,하나증권주식회사,500,"23,000","16,100,000","바이오 분석 시스템, 메디칼 자동화 시스템","3,630,800"
유진스팩4호,321260,2019-05-31,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","6,500,000",합병,"3,490,000"
DB금융스팩7호,322780,2019-05-31,신규상장,주권,금융 지원 서비스업,대한민국,DB증권주식회사,100,"2,000","8,000,000",기타 금융서비스,"4,550,000"
컴퍼니케이,307930,2019-05-23,신규상장,주권,기타 금융업,대한민국,엔에이치투자증권주식회사,500,"4,500","18,000,000",중소 벤처기업 투자,"15,610,000"
엔에이치스팩14호,319400,2019-05-08,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","16,000,000",기타 금융지원(SPAC),"8,620,000"
SNK,950180,2019-05-07,신규상장,주식예탁증권,소프트웨어 개발 및 공급업,일본,엔에이치투자증권주식회사,무액면,"40,400","169,680,000","IP 라이센스, 콘솔, 모바일 게임","21,061,800"
한화에스비아이스팩,317320,2019-05-03,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","7,500,000",기업인수합병,"4,360,000"
하이제4호스팩,317240,2019-04-29,신규상장,주권,금융 지원 서비스업,대한민국,iM증권,100,"2,000","8,000,000",기업인수합병,"4,400,000"
아모그린텍,125210,2019-03-29,신규상장,주권,전자부품 제조업,대한민국,삼성증권(주),500,"9,900","40,867,200",비정질 및 나노결정립을 이용한 자성부품 및 전류센서,"16,496,790"
케이비17호스팩,317030,2019-03-27,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","10,000,000",금융사업지원서비스,"5,461,000"
이지케어텍,099750,2019-03-22,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,500,"12,300","15,990,000",의료정보시스템,"6,386,000"
유안타제4호스팩,313750,2019-03-21,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","8,200,000",기업인수합병,"4,650,000"
미래에셋벤처투자,100790,2019-03-15,신규상장,주권,기타 금융업,대한민국,KB증권(주),"1,000","4,500","20,250,000",중소기업 창업투자 관련 고유계정/투자조합 관련 수익,"30,667,215"
에코프로비엠,247540,2019-03-05,신규상장,주권,일차전지 및 이차전지 제조업,대한민국,대신증권(주),500,"48,000","172,800,000",양극활물질,"19,850,000"
셀리드,299660,2019-02-20,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,삼성증권(주),500,"33,000","39,600,000",항암면역치료백신,"9,441,192"
천보,278280,2019-02-11,신규상장,주권,기초 화학물질 제조업,대한민국,하나증권주식회사,500,"40,000","100,000,000","디스플레이 소재, 반도체 공정 소재, 2차전지 소재, 의약품 소재, 정밀화학 소재","9,856,294"
이노테라피,246960,2019-02-01,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,대신증권(주),500,"18,000","9,000,000","의료용지혈제, 밀폐제 및 접착제","4,969,184"
노랑풍선,104620,2019-01-30,신규상장,주권,여행사 및 기타 여행보조 서비스업,대한민국,"한국투자증권(주),KB증권(주)",500,"20,000","20,000,000","국내외여행 알선, 항공권 판매","4,765,650"
웹케시,053580,2019-01-25,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"26,000","25,220,000","에스이알피, 브랜치, 인하우스","6,630,322"
비피도,238200,2018-12-26,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,한국투자증권(주),500,"18,000","7,380,018",프로바이오틱스 관련 완제품 및 균주 원말 등,"4,090,000"
키움제5호스팩,311270,2018-12-26,신규상장,주권,금융 지원 서비스업,대한민국,키움증권(주),100,"2,000","7,000,000",기업인수합병,"3,600,000"
유틸렉스,263050,2018-12-24,신규상장,주권,기초 의약물질 제조업,대한민국,엔에이치투자증권주식회사,500,"50,000","36,350,000","면역항암 세포치료제, 면역항암 항체치료제","7,263,578"
엔에이치스팩13호,310840,2018-12-24,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","6,000,000",기업인수합병,"3,420,000"
디케이티,290550,2018-12-21,신규상장,주권,전자부품 제조업,대한민국,엔에이치투자증권주식회사,500,"7,400","14,943,560",스마트폰용 FPCA,"6,879,982"
신영스팩4호,307180,2018-12-21,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","8,500,000",기업인수,"4,355,000"
미래에셋대우스팩2호,310200,2018-12-21,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,100,"2,000","5,500,000",기업인수합병,"3,050,000"
위지윅스튜디오,299900,2018-12-20,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,"엔에이치투자증권주식회사,삼성증권(주)",500,"11,000","24,194,665","VFX, 뉴미디어 등 특수영상 컨텐츠 제작","8,798,060"
삼성머스트스팩3호,309930,2018-12-20,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),100,"2,000","7,500,000",기업인수합병,"4,590,000"
한국제8호스팩,310870,2018-12-20,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","6,000,000",기업인수 및 합병,"3,420,000"
에이비엘바이오,298380,2018-12-19,신규상장,주권,기초 의약물질 제조업,대한민국,한국투자증권(주),500,"15,000","90,000,000",항체의약품 연구개발,"44,587,000"
대신밸런스제6호스팩,307750,2018-12-19,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","9,000,000",기업 인수 및 합병,"5,010,000"
머큐리,100590,2018-12-14,신규상장,주권,통신 및 방송 장비 제조업,대한민국,미래에셋증권 주식회사,500,"6,100","31,232,000","AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비","14,763,600"
전진바이오팜,110020,2018-12-14,신규상장,주권,기타 화학제품 제조업,대한민국,미래에셋증권 주식회사,500,"10,000","5,000,000","방충방향제, 유해동물피해감소제, 기생충피해감소제","4,733,428"
뉴트리,270870,2018-12-13,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,미래에셋증권 주식회사,500,"14,500","32,799,000","에버콜라겐, 판도라 다이어트 등","9,032,224"
이노메트리,302430,2018-12-12,신규상장,주권,특수 목적용 기계 제조업,대한민국,유진투자증권(주),500,"26,000","30,422,314",엑스레이검사 장비,"4,825,108"
골든브릿지이안5호,307870,2018-12-12,신규상장,주권,금융 지원 서비스업,대한민국,(주)상상인증권,100,"2,000","8,500,000",기업인수합병,"4,750,000"
대유에이피,290120,2018-12-07,신규상장,주권,자동차 신품 부품 제조업,대한민국,신영증권(주),500,"3,000","8,400,000",자동차 스티어링휠,"10,884,000"
SK4호스팩,307070,2018-12-07,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","8,000,000",기업인수합병,"5,160,000"
에코캡,128540,2018-12-05,신규상장,주권,자동차 신품 부품 제조업,대한민국,IBK투자증권(주),100,"4,200","16,800,000","자동차 부품(전선, 케이블, 벌브소켓, LED 등)","14,558,800"
교보8호스팩,307280,2018-12-05,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","6,200,000",기업인수합병,"3,720,000"
베스파,299910,2018-12-03,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,500,"35,000","56,000,000",모바일게임,"7,986,521"
하나머스트제6호스팩,307160,2018-11-30,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","7,500,000",기업인수합병,"4,590,000"
윙입푸드,900340,2018-11-30,신규상장,외국주권,기타 금융업,홍콩,유진투자증권(주),무액면,"2,000","20,400,000",육가공 제품,"40,409,095"
남화산업,111710,2018-11-29,신규상장,주권,스포츠 서비스업,대한민국,대신증권(주),200,"3,700","11,425,600",골프장 서비스,"20,588,000"
티로보틱스,117730,2018-11-29,신규상장,주권,특수 목적용 기계 제조업,대한민국,키움증권(주),500,"16,000","12,800,000","중대형 시스템, 중대형 로봇","5,399,459"
엠아이텍,179290,2018-11-29,신규상장,주권,의료용 기기 제조업,대한민국,하나증권주식회사,500,"4,500","31,500,000",비혈관 스텐트 및 체외충격파 쇄석기,"27,456,200"
티앤알바이오팹,246710,2018-11-28,신규상장,주권,기초 의약물질 제조업,대한민국,키움증권(주),500,"18,000","21,600,000","생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제","8,118,084"
네오펙트,290660,2018-11-28,신규상장,주권,의료용 기기 제조업,대한민국,한국투자증권(주),500,"11,000","19,800,000",라파엘스마트글러브 외,"11,718,545"
싸이토젠,217330,2018-11-22,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,키움증권(주),500,"17,000","20,400,000",CTC 기반 Liquid Biopsy 응용사업 및 플랫폼,"5,633,864"
디알젬,263690,2018-11-22,신규상장,주권,의료용 기기 제조업,대한민국,한국투자증권(주),500,"6,500","9,750,000","진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외","11,325,610"
아주IB투자,027360,2018-11-21,신규상장,주권,기타 금융업,대한민국,미래에셋증권 주식회사,500,"1,500","29,280,000",,"118,714,050"
파멥신,208340,2018-11-21,신규상장,주권,의약품 제조업,대한민국,"KB증권(주),삼성증권(주)",500,"60,000","48,000,000",항체치료제,"6,805,637"
디케이앤디,263020,2018-11-20,신규상장,주권,플라스틱제품 제조업,대한민국,키움증권(주),500,"6,000","10,800,000",합성피혁 및 부직포,"7,601,025"
디자인,227100,2018-11-15,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,대신증권(주),500,"10,100","4,009,700",스마트 액세서리(보조배터리 등),"2,660,910"
노바렉스,194700,2018-11-14,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,엔에이치투자증권주식회사,500,"19,000","18,240,000",건강기능식품 제조,"9,003,740"
셀리버리,268600,2018-11-09,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,DB증권주식회사,500,"25,000","28,500,000",바이오의약품[iCP-Parkin(파킨슨병 치료제)]및 연구용 시약,"7,148,321"
대보마그네틱,290670,2018-11-06,신규상장,주권,기타 전기장비 제조업,대한민국,한국투자증권(주),500,"31,000","25,420,000","전자석탈철기, 자력선별기","3,232,600"
노바텍,285490,2018-11-02,신규상장,주권,그외 기타 제품 제조업,대한민국,하나증권주식회사,500,"10,000","11,600,000","Magnet, Shield Magnet, 심재","4,626,800"
엘앤씨바이오,290650,2018-11-01,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"24,000","24,000,000","인체조직(피부, 뼈, 연골)","7,234,332"
DB금융스팩6호,306620,2018-10-31,신규상장,주권,금융 지원 서비스업,대한민국,DB증권주식회사,100,"2,000","8,000,000",기업인수합병,"4,840,000"
로보티즈,108490,2018-10-26,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"14,000","23,800,000","솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼","11,251,000"
옵티팜,153710,2018-10-26,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,엔에이치투자증권주식회사,500,"10,000","29,458,900","옵티케어, 메디피그 등","14,217,258"
에스퓨얼셀,288620,2018-10-15,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,한국투자증권(주),500,"16,500","31,185,000","건물용 연료전지, 발전용 연료전지","5,744,316"
푸드나무,290720,2018-10-04,신규상장,주권,무점포 소매업,대한민국,미래에셋증권 주식회사,500,"24,000","37,339,440",,"6,806,034"
나우아이비캐피탈,293580,2018-10-04,신규상장,주권,기타 금융업,대한민국,신영증권(주),"5,000","8,500","21,250,000","투자조합, PEF 결성 및 투자","9,480,000"
크리스에프앤씨,110790,2018-10-01,신규상장,주권,봉제의복 제조업,대한민국,KB증권(주),"1,000","30,000","105,480,000",골프웨어,"11,715,480"
IBKS제10호스팩,299170,2018-09-21,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수합병,"4,330,000"
명성티엔에스,257370,2018-09-13,신규상장,주권,특수 목적용 기계 제조업,대한민국,KB증권(주),500,"20,000","38,400,000","2차전지 분리막 제조설비, 디스플레이용 생산설비","6,370,000"
삼성스팩2호,291230,2018-09-13,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),100,"2,000","13,000,000",기업인수합병,"7,550,000"
대신밸런스제5호스팩,303030,2018-08-30,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","7,000,000",기업 인수 및 합병,"4,110,000"
액트로,290740,2018-08-28,신규상장,주권,특수 목적용 기계 제조업,대한민국,키움증권(주),500,"20,000","24,000,000",모바일용 액츄에이터 및 조립자동화 설비,"5,000,054"
에이피티씨,089970,2018-08-23,신규상장,주권,특수 목적용 기계 제조업,대한민국,대신증권(주),100,"9,000","16,560,000",300mm Poly Etch System,"23,234,595"
바이오솔루션,086820,2018-08-20,신규상장,주권,기초 의약물질 제조업,대한민국,한국투자증권(주),500,"29,000","43,500,000","세포치료제, 인체조직모델 등","7,659,926"
대유,290380,2018-08-10,신규상장,주권,"비료, 농약 및 살균, 살충제 제조업",대한민국,KB증권(주),500,"9,000","27,720,000","4종복합비료, 농약","9,052,400"
디아이티,110990,2018-08-07,신규상장,주권,특수 목적용 기계 제조업,대한민국,삼성증권(주),100,"10,000","37,575,000",평판디스플레이 검사장비,"18,900,000"
에스에스알,275630,2018-08-06,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"9,000","12,780,000","취약점 진단 솔루션, 모의해킹 컨설팅","5,662,567"
휴네시온,290270,2018-08-02,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"10,000","13,905,300",망간자료전송(i-oneNet),"4,803,836"
한국유니온제약,080720,2018-07-26,신규상장,주권,의약품 제조업,대한민국,DB증권주식회사,500,"18,000","27,000,000","항생제, 순환기계, 근골격계, 소화기계류 완제의약품","5,745,000"
엠코르셋,204020,2018-07-23,신규상장,주권,봉제의복 제조업,대한민국,대신증권(주),500,"11,500","28,962,750","내의(원더브라, 플레이텍스, 미싱도로시, 르페)","10,073,715"
IBKS제9호스팩,297570,2018-07-20,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","5,000,000",,"2,760,000"
올릭스,226950,2018-07-18,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,엔에이치투자증권주식회사,500,"36,000","43,200,000",siRNA 신약 개발,"6,433,321"
아이큐어,175250,2018-07-12,신규상장,주권,의약품 제조업,대한민국,키움증권(주),500,"65,000","78,000,000","플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인","6,123,518"
SV인베스트먼트,289080,2018-07-06,신규상장,주권,기타 금융업,대한민국,미래에셋증권 주식회사,500,"7,000","27,300,000",중소/벤처기업 투자 및 육성,"26,617,000"
EDGC,245620,2018-06-26,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,SK증권(주),100,"6,500","46,800,000",유전체 분석 진단 서비스,"35,898,940"
하나금융11호스팩,284620,2018-06-08,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","9,000,000",기업인수합병,"5,401,000"
파워넷,037030,2018-06-07,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,DB증권주식회사,"1,000","6,500","23,209,862",전력변환장치,"12,009,614"
현대사료,016790,2018-06-01,신규상장,주권,기타 식품 제조업,대한민국,신한투자증권 주식회사,500,"6,600","10,072,788","양계, 양돈 배합사료","6,150,486"
세종메디칼,258830,2018-05-29,신규상장,주권,의료용 기기 제조업,대한민국,한국투자증권(주),500,"15,000","30,450,000",복강경수술용 투관침 등,"6,777,741"
제노레이,122310,2018-05-28,신규상장,주권,의료용 기기 제조업,대한민국,한국투자증권(주),500,"23,000","13,844,666",의료용 방사선 진단기기,"4,028,700"
한국제7호스팩,291210,2018-05-11,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","8,500,000",기업인수합병,"5,060,000"
유안타제3호스팩,287410,2018-05-08,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","7,000,000",인수합병,"4,235,000"
JTC,950170,2018-04-06,신규상장,주식예탁증권,종합 소매업,일본,삼성증권(주),무액면,"8,500","89,542,400","식품류, 생활용품류, 화장품류 (사후면세업)","35,005,517"
대신밸런스제3호스팩,253590,2018-04-04,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",기업인수 및 합병,"5,510,000"
케어랩스,263700,2018-03-28,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"20,000","26,000,000","헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션","5,977,430"
에코마이스터,064510,2018-03-15,신규상장,주권,특수 목적용 기계 제조업,대한민국,"대신증권(주),한화투자증권(주)",500,"5,200","6,968,000",SAP,"10,788,540"
린드먼아시아,277070,2018-03-14,신규상장,주권,신탁업 및 집합투자업,대한민국,키움증권(주),500,"6,500","22,087,377","투자조합, PEF 결성 및 투자","13,500,000"
동구바이오제약,006620,2018-02-13,신규상장,주권,의약품 제조업,대한민국,엔에이치투자증권주식회사,500,"16,000","33,105,920","피부, 비뇨기과 완제의약품","9,604,000"
알리코제약,260660,2018-02-12,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,IBK투자증권(주),500,"12,000","28,200,000",완제 의약품,"8,843,825"
카페24,042000,2018-02-08,신규상장,주권,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",대한민국,"미래에셋증권 주식회사,유안타증권(주),한화투자증권(주)",500,"57,000","51,300,000","쇼핑몰솔루션, 광고솔루션, 호스팅솔루션","8,858,157"
배럴,267790,2018-02-01,신규상장,주권,봉제의복 제조업,대한민국,하나증권주식회사,500,"9,500","16,245,000",래쉬가드 및 워터스포츠 등,"7,215,846"
SG,255220,2018-01-26,신규상장,주권,기타 비금속 광물제품 제조업,대한민국,대신증권(주),100,"6,000","18,795,180","아스콘, 레미콘","12,506,024"
씨앤지하이테크,264660,2018-01-25,신규상장,주권,특수 목적용 기계 제조업,대한민국,신한투자증권 주식회사,500,"16,000","20,608,000","약액혼합공급장치, 화학약품재생장치","4,202,740"
시스웍,269620,2017-12-26,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,하나증권주식회사,100,"2,800","12,511,920","클린룸 제어시스템, BLDC모터, 공조장치 제어기 등","18,000,000"
한국제6호스팩,281410,2017-12-21,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","8,000,000",기업인수합병,"4,510,000"
디바이스이엔지,187870,2017-12-20,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),500,"12,000","16,800,000",OLED용 FM MASK 세정장비,"6,782,000"
동부스팩5호,281740,2017-12-12,신규상장,주권,금융 지원 서비스업,대한민국,DB증권주식회사,100,"2,000","8,000,000",기업인수합병,"4,840,000"
씨티케이코스메틱스,260930,2017-12-07,신규상장,주권,기타 화학제품 제조업,대한민국,미래에셋증권 주식회사,500,"55,000","110,000,000",완제 화장품 (색조 및 기초),"10,122,151"
메카로,241770,2017-12-06,신규상장,주권,기타 화학제품 제조업,대한민국,한국투자증권(주),500,"33,000","66,000,000",반도체용 전구체 및 히터블록,"9,834,640"
