函券,盔磊丰,老喊 荐劳伏,扁埃备埃,荐劳伏_钎霖祈瞒
2014-12-30,1915.59,,1~5老,
2015-01-02,1926.44,0.0056640512844607915,1~5老,0.010973693938778374
2015-01-05,1915.75,-0.005549095741367527,1~5老,0.010973693938778374
2015-01-06,1882.45,-0.017382226282134927,1~5老,0.010973693938778374
2015-01-07,1883.83,0.0007330872001911626,1~5老,0.010973693938778374
2015-01-08,1904.65,0.011051952670888543,1~5老,0.010973693938778374
2015-01-09,1924.7,0.010526868453521576,6~10老,0.005404653157878119
2015-01-12,1920.95,-0.0019483555878838654,6~10老,0.005404653157878119
2015-01-13,1917.14,-0.0019833936333584212,6~10老,0.005404653157878119
2015-01-14,1913.66,-0.0018152038974722506,6~10老,0.005404653157878119
2015-01-15,1914.14,0.0002508282558029151,6~10老,0.005404653157878119
2015-01-16,1888.13,-0.013588347769755593,11~15老,0.008821188736148447
2015-01-19,1902.62,0.0076742597172863025,11~15老,0.008821188736148447
2015-01-20,1918.31,0.008246523215355683,11~15老,0.008821188736148447
2015-01-21,1921.23,0.0015221731628360935,11~15老,0.008821188736148447
2015-01-22,1920.82,-0.00021340495411792393,11~15老,0.008821188736148447
2015-01-23,1936.09,0.007949729802896766,16~20老,0.005909350742516859
